X,Y,Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (m),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,icon_url
31.7,-18.55,"320",Aranthleloni,Inerionnor,Inerionnor County,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"394",1720.76,889.19,-18.55,31.7,"4",,,citadel,,,,,./0.png
-0.53,-19.15,"321",Sansaco,,,Neutrals,undefined,Human,No religion,"435",947.2,903.5,-19.15,-0.53,"4",,,citadel,,,,,./0.png
26.55,-19.21,"322",Dretharase,,,Neutrals,undefined,Elf,No religion,"1521",1597.18,905.09,-19.21,26.55,"4",,,citadel,,,,,./0.png
-3.94,-20.08,"323",Sgurreleo,,,Neutrals,undefined,Human,No religion,"1980",865.5,926,-20.08,-3.94,"4",,port,citadel,,,,,./0.png
16.06,-19.85,"324",Kamailau,,,Neutrals,undefined,Firbolg,No religion,"426",1345.44,920.38,-19.85,16.06,"4",,,,,,,,./0.png
17.97,-19.41,"325",Waionuiau,,,Neutrals,undefined,Firbolg,No religion,"666",1391.22,909.79,-19.41,17.97,"4",,,citadel,,,,,./0.png
31.2,-19.83,"326",Tlindhe,Ormmarmelfa,Ormmarmelfa Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"491",1708.9,919.87,-19.83,31.2,"4",,,citadel,,,,,./0.png
15.56,-20.32,"327",Puaau,,,Neutrals,undefined,Firbolg,No religion,"2498",1333.4,931.75,-20.32,15.56,"4",,,,walls,plaza,,,./0.png
31.54,-20.06,"328",Umeleltheas,Ormmarmelfa,Ormmarmelfa Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"2895",1716.87,925.37,-20.06,31.54,"4",,,citadel,,plaza,,,./0.png
26.37,-20.73,"329",Yuethyr,,,Neutrals,undefined,Elf,No religion,"2330",1592.81,941.54,-20.73,26.37,"4",,,citadel,walls,plaza,,,./0.png
27.72,-20.57,"330",Himrionfela,Shemliebel,Shemliebel Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (Wood),The Egyptian Pantheon,"6220",1625.25,937.63,-20.57,27.72,"4",,,,walls,,temple,,./0.png
28.71,-21.08,"331",Garalin,Selsa,Selsa Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"637",1649,950,-21.08,28.71,"4",,port,,walls,,,,./0.png
31.15,-22.57,"332",Ailonlurth,Hlyve,Hlyve Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"4658",1707.48,985.68,-22.57,31.15,"4",,,citadel,,,temple,,./0.png
34.49,-22.51,"333",Tharonzande,Matha,Matha Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"1711",1787.78,984.22,-22.51,34.49,"4",,,citadel,walls,,,,./0.png
28.73,-23.36,"334",Ilmethase,,,Neutrals,undefined,Elf,No religion,"383",1649.61,1004.67,-23.36,28.73,"4",,,citadel,walls,,,,./0.png
31.17,-23.27,"335",Liquamenora,Hlyve,Hlyve Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"1863",1708.04,1002.37,-23.27,31.17,"4",,,,,,,,./0.png
-27.36,-23.8,"336",Vepartese,Frasia,Frasia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"710",303.27,1015.27,-23.8,-27.36,"4",,,citadel,walls,,,,./0.png
-3.24,-24.8,"337",Nespo,Amarinia,Amarinia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1005",882.26,1039.19,-24.8,-3.24,"4",,,,,plaza,,,./0.png
3.69,9.84,"338",Misesseau,,,Neutrals,undefined,Verdan,No religion,"3422",1048.5,207.8,9.84,3.69,"9",,,,,,,,./0.png
2.7,3.15,"339",Kotarakzar,,,Neutrals,undefined,Goliath,No religion,"430",1024.82,368.46,3.15,2.7,"9",,,,walls,,,,./0.png
29.37,-3.59,"340",Afranthes,,,Neutrals,undefined,Elf,No religion,"975",1664.84,530.28,-3.59,29.37,"9",,,,,,,,./0.png
-19.79,-8.35,"341",Vetecorno,,,Neutrals,undefined,Genasi,No religion,"3305",485,644.5,-8.35,-19.79,"9",,port,,walls,plaza,,,./0.png
-19.67,-9.4,"342",Temicalente,,,Neutrals,undefined,Genasi,No religion,"2396",488.01,669.64,-9.4,-19.67,"9",,,citadel,walls,plaza,,,./0.png
-3.61,-11,"343",Settivino,Ancignania,Ancignania Landgrave,Fonticalia,Fonticalian Empire,Human,Greek Deities,"5709",873.46,707.98,-11,-3.61,"9",,,citadel,walls,plaza,temple,,./0.png
3.39,-13.14,"344",Giumino,Fasavigliaga,Fasavigliaga County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1280",1041.28,759.48,-13.14,3.39,"9",,,,,plaza,,,./0.png
-4.12,-15.08,"345",Cermia,,,Neutrals,undefined,Human,No religion,"1889",861,805.9,-15.08,-4.12,"9",,,,,,,,./0.png
0.1,-14.72,"346",Magno,Scandrigno,Scandrigno Landgrave,Fonticalia,Fonticalian Empire,Human,Greek Deities,"490",962.41,797.38,-14.72,0.1,"9",,,citadel,,plaza,,,./0.png
-4.73,-19.71,"347",Montico,,,Neutrals,undefined,Human,No religion,"379",846.51,917.05,-19.71,-4.73,"9",,,citadel,,plaza,,,./0.png
16.48,-20.58,"348",Hohuko,,,Neutrals,undefined,Firbolg,No religion,"2443",1355.43,937.91,-20.58,16.48,"9",,,citadel,,,,,./0.png
-32.39,-21.93,"349",Vetri,Picepieti,Picepieti County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"805",182.61,970.38,-21.93,-32.39,"9",,,,,plaza,,,./0.png
-29.72,-22.27,"350",Veleolano,,,Neutrals,undefined,Human,No religion,"414",246.77,978.37,-22.27,-29.72,"9",,,,,plaza,,,./0.png
-27.19,-22.97,"351",Gallorica,Frasia,Frasia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2629",307.44,995.34,-22.97,-27.19,"9",,,citadel,walls,,,,./0.png
4.96,-14.37,"352",Rocquacoli,Pettefredrig,Pettefredrig County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1978",1078.96,788.97,-14.37,4.96,"16",,,citadel,,,,,./0.png
-36.13,-17.42,"353",Monte,,,Neutrals,undefined,Human,No religion,"1539",92.77,862.05,-17.42,-36.13,"16",,,citadel,,,,,./0.png
-5.52,-18.82,"354",Acqua,,,Neutrals,undefined,Human,No religion,"493",827.49,895.75,-18.82,-5.52,"16",,,,,,,,./0.png
-30.6,-21.6,"355",Foncercecor,,,Neutrals,undefined,Human,No religion,"875",225.66,962.38,-21.6,-30.6,"16",,,citadel,,,,,./0.png
-19.47,-23.25,"356",Capra,Finia,Finia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"5974",492.72,1001.9,-23.25,-19.47,"16",,,,walls,,temple,,./0.png
-18.59,-23.05,"357",Serrivo,Bormano,Bormano Shire,Fonticalia,Fonticalian Empire,Human,Greek Deities,"398",513.74,997.26,-23.05,-18.59,"16",,,citadel,,plaza,,,./0.png
-18.28,-23.76,"358",Celluso,Gecorso,Gecorso County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1582",521.38,1014.19,-23.76,-18.28,"16",,,citadel,,,,,./0.png
-4.08,-23.66,"359",Suttano,Amarinia,Amarinia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"4003",862.08,1011.91,-23.66,-4.08,"16",,,,,plaza,,,./0.png
-15.96,-24.95,"360",Castignate,Gecorso,Gecorso County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"453",577.03,1042.77,-24.95,-15.96,"16",,,citadel,,plaza,,,./0.png
23.96,12.55,"361",Onazindee,Eerinlondra,Eerinlondra Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (Mark of Shadow),The Egyptian Pantheon,"1612",1534.97,142.86,12.55,23.96,"25",,,citadel,,,,,./0.png
23.21,11.73,"362",Onineleth,,,Neutrals,undefined,Elf,No religion,"2717",1517.09,162.59,11.73,23.21,"25",,,citadel,,,,,./0.png
19.23,-3.58,"363",Lefkaris,,,Neutrals,undefined,Kender,No religion,"6860",1421.5,530,-3.58,19.23,"25",,port,citadel,walls,,temple,,./0.png
27.14,-4.38,"364",Sshaunahille,,,Neutrals,undefined,Elf,No religion,"1118",1611.28,549.2,-4.38,27.14,"25",,,,walls,,,,./0.png
-20.95,-22.59,"365",Labriata,,,Neutrals,undefined,Human,No religion,"421",457.23,986.06,-22.59,-20.95,"25",,,,,,,,./0.png
-9.98,-23.68,"366",Sperviano,Cervolalom,Cervolalom County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3898",720.5,1012.36,-23.68,-9.98,"25",,,,walls,plaza,,,./0.png
20.38,12.32,"367",Retheasha,Edranalon,Edranalon Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (Shadar-kai),The Egyptian Pantheon,"381",1449.07,148.37,12.32,20.38,"36",,,citadel,,,,,./0.png
-6.35,7.16,"368",Orsetnes,,,Neutrals,undefined,Dwarf,No religion,"395",807.64,272.21,7.16,-6.35,"36",,,,,plaza,,,./0.png
25.63,7.18,"369",Virvi,,,Neutrals,undefined,Owlin,No religion,"3623",1575.22,271.72,7.18,25.63,"36",,,citadel,,plaza,,,./0.png
19.55,4.7,"370",Kethnor,Drethela,Drethela Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (High),The Egyptian Pantheon,"2605",1429.17,331.3,4.7,19.55,"36",,,,,plaza,,,./0.png
-12.53,0.72,"371",Bostad,Stamstania,Stamstania County,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"390",659.33,426.81,0.72,-12.53,"36",,,citadel,walls,,,,./0.png
-21.81,-20.68,"372",Kanguit,,,Neutrals,undefined,Halfling,No religion,"1791",436.62,940.27,-20.68,-21.81,"36",,,citadel,walls,,,,./0.png
-20.93,-21.52,"373",Monsano,,,Neutrals,undefined,Human,No religion,"424",457.72,960.43,-21.52,-20.93,"36",,,,,,,,./0.png
-10.79,-21.78,"374",Labro,Vetia,Vetia Shire,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2948",701.12,966.68,-21.78,-10.79,"36",,,citadel,,,,,./0.png
-25.86,-22.44,"375",Marverello,,,Neutrals,undefined,Human,No religion,"1172",339.47,982.57,-22.44,-25.86,"36",,,citadel,,,,,./0.png
-13.16,-22.69,"376",Cavigna,Sontia,Sontia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2846",644.13,988.64,-22.69,-13.16,"36",,,citadel,walls,plaza,,,./0.png
-5.45,-23.4,"377",Collo,Marsa,Marsa Earldom,Fonticalia,Fonticalian Empire,Human,Greek Deities,"390",829.1,1005.54,-23.4,-5.45,"36",,,,,,,,./0.png
-7.24,-24.2,"378",Fonte,Guino,Guino County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"873",786.25,1024.75,-24.2,-7.24,"36",,,,,,,,./0.png
-6.59,1.98,"379",Raugardal,,,Neutrals,undefined,Dwarf,No religion,"419",801.93,396.38,1.98,-6.59,"49",,,citadel,,plaza,,,./0.png
-10.39,0.4,"380",Roland,,,Neutrals,undefined,Dwarf,No religion,"3268",710.55,434.36,0.4,-10.39,"49",,,citadel,,plaza,,,./0.png
-6.31,-0.9,"381",Garnoyrika,,,Neutrals,undefined,Dwarf,No religion,"2677",808.59,465.51,-0.9,-6.31,"49",,,,walls,plaza,,,./0.png
-9.43,-22.35,"382",Montanosecor,Cervolalom,Cervolalom County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"391",733.61,980.47,-22.35,-9.43,"49",,,,,plaza,,,./0.png
-11.03,-0.55,"383",Hoyageid,,,Neutrals,undefined,Dwarf,No religion,"3600",695.17,457.25,-0.55,-11.03,"64",,,citadel,,,,,./0.png
-11.79,-0.97,"384",Logurholt,,,Neutrals,undefined,Dwarf,No religion,"4928",677,467.25,-0.97,-11.79,"64",,,citadel,walls,,,shanty town,./0.png
-16.1,-21.58,"385",Esoceleoco,Antritovilfa,Antritovilfa County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1697",573.56,962,-21.58,-16.1,"64",,,citadel,,,,,./0.png
18.37,2.1,"386",Ryarius,Cyveralos,Cyveralos Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (Eladrin),The Egyptian Pantheon,"5418",1400.95,393.5,2.1,18.37,"81",,,,walls,plaza,,shanty town,./0.png
-15.82,-20.86,"387",Micigni,Antritovilfa,Antritovilfa County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2541",580.34,944.54,-20.86,-15.82,"81",,,,walls,,,,./0.png
-11.75,7.5,"388",Tispavarpagy,,,Neutrals,undefined,Gnome,No religion,"413",677.95,263.96,7.5,-11.75,"100",,,citadel,,,,,./0.png
4.28,5.74,"389",Chergazibi,,,Neutrals,undefined,Goliath,No religion,"1863",1062.84,306.12,5.74,4.28,"100",,,,,plaza,,,./0.png
-21.8,4.05,"390",Opeid,,,Neutrals,undefined,Dwarf,No religion,"881",436.85,346.92,4.05,-21.8,"100",,,citadel,,,,,./0.png
-11.73,-2.17,"391",Feldalkes,,,Neutrals,undefined,Dwarf,No religion,"3669",678.58,496.02,-2.17,-11.73,"100",,,,walls,plaza,,,./0.png
-14.65,-4.27,"392",Gimsker,,,Neutrals,undefined,Dwarf,No religion,"844",608.36,546.44,-4.27,-14.65,"100",,,citadel,,,,,./0.png
-5.44,-5.07,"393",Rognande,,,Neutrals,undefined,Dwarf,No religion,"935",829.35,565.64,-5.07,-5.44,"100",,,citadel,,,,,./0.png
9.91,6.85,"394",Drauhel-Didlu,,,Neutrals,undefined,Tiefling,No religion,"403",1197.85,279.49,6.85,9.91,"121",,,citadel,,,,,./0.png
3.88,3.44,"395",Kilwed,,,Neutrals,undefined,Goliath,No religion,"412",1053.15,361.51,3.44,3.88,"144",,,,,,,,./0.png
-10.4,-7.94,"396",Gregils,,,Neutrals,undefined,Dwarf,No religion,"7364",710.5,634.5,-7.94,-10.4,"144",,port,,walls,plaza,,,./0.png
-10.19,-1.2,"397",Solsoyda,Breidland,Breidland Earldom,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"404",715.43,472.75,-1.2,-10.19,"169",,,,,,,,./0.png
-21.6,-3.49,"398",Hafjoro,,,Neutrals,undefined,Dwarf,No religion,"3086",441.58,527.67,-3.49,-21.6,"169",,,citadel,walls,plaza,,,./0.png
-18.89,1.34,"399",Raudarfi,,,Neutrals,undefined,Dwarf,No religion,"4277",506.69,411.84,1.34,-18.89,"225",,,citadel,,plaza,,,./0.png
-24.07,2.11,"400",Hofjordal,Rogsnesia,Rogsnesia County,Tragbigia,Empire of Tragbigia,Dwarf (Mountain),The Norse Pantheon,"1109",382.29,393.26,2.11,-24.07,"324",,,,,plaza,,,./0.png
-24.44,-0.94,"401",Ellager,,,Neutrals,undefined,Dwarf,No religion,"904",373.32,466.65,-0.94,-24.44,"324",,,citadel,,,,,./0.png
-16.37,-1.66,"402",Flageid,Hrafrost,Hrafrost County,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"407",567.17,483.82,-1.66,-16.37,"484",,,,,,,,./0.png
-21.12,2.5,"403",Selgageid,Bifniria,Bifniria County,Tragbigia,Empire of Tragbigia,Dwarf (Mountain),The Norse Pantheon,"420",453.18,383.88,2.5,-21.12,"729",,,citadel,,plaza,,,./0.png
13.45,16.89,"404",Rrharrvhei,,,Neutrals,undefined,Fairy,No religion,"1015",1282.89,38.63,16.89,13.45,"4",,,,,,,,./0.png
-26.02,16.47,"405",Ramtimba,,,Neutrals,undefined,Goblin,No religion,"411",335.5,48.7,16.47,-26.02,"4",,,,,,,,./0.png
22.83,15.59,"406",Reinora,Eerinlondra,Eerinlondra Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"574",1507.9,69.76,15.59,22.83,"4",,,,,plaza,,,./0.png
22.74,14.68,"407",Reshelorelu,Eerinlondra,Eerinlondra Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"1116",1505.69,91.69,14.68,22.74,"4",,,,,plaza,,,./0.png
-3.39,13.85,"408",Hoftagast,,,Neutrals,undefined,Dragonborn,No religion,"1081",878.7,111.7,13.85,-3.39,"4",,,citadel,,,,,./0.png
1.29,14.08,"409",Kansver,,,Neutrals,undefined,Dragonborn,No religion,"432",990.86,106.03,14.08,1.29,"4",,,,,,,,./0.png
-34.18,13.63,"410",Sandekeszeg,,,Neutrals,undefined,Half-Orc,No religion,"435",139.73,116.98,13.63,-34.18,"4",,,citadel,,,,,./0.png
-22.79,13.38,"411",Neskar,,,Neutrals,undefined,Bugbear,No religion,"2601",412.99,122.89,13.38,-22.79,"4",,,citadel,walls,,,,./0.png
-21.43,13.43,"412",Skrododoge,,,Neutrals,undefined,Bugbear,No religion,"615",445.58,121.6,13.43,-21.43,"4",,,citadel,,,,,./0.png
-1.32,12.43,"413",Hokurdur,,,Neutrals,undefined,Dragonborn,No religion,"591",928.29,145.63,12.43,-1.32,"4",,,citadel,,,,,./0.png
26.34,12.06,"414",Wlafethera,Imsenatha,Imsenatha County,Dranzandyndor,Empire of Dranzandyndor,Elf (Mark of Shadow),The Egyptian Pantheon,"389",1592.09,154.62,12.06,26.34,"4",,,,,,,,./0.png
26.29,11.68,"415",Mytheas,Jalma,Jalma Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf (Mark of Shadow),The Egyptian Pantheon,"6271",1590.87,163.8,11.68,26.29,"4",,,citadel,walls,plaza,temple,,./0.png
-31.24,10.4,"416",Merenyszalu,,,Neutrals,undefined,Half-Orc,No religion,"943",210.34,194.48,10.4,-31.24,"4",,,citadel,,,,,./0.png
-0.45,10.51,"417",Fallder,,,Neutrals,undefined,Dragonborn,No religion,"431",949.17,191.8,10.51,-0.45,"4",,,citadel,,,,,./0.png
-7.73,9.06,"418",Bartares,,,Neutrals,undefined,Giff,No religion,"1119",774.5,226.5,9.06,-7.73,"4",,port,citadel,,,,,./0.png
27.5,9.58,"419",The'asa,,,Neutrals,undefined,Elf,No religion,"6070",1620,214,9.58,27.5,"4",,port,,walls,plaza,temple,,./0.png
-1.64,8.41,"420",Thorsvik,,,Neutrals,undefined,Dragonborn,No religion,"416",920.7,242.2,8.41,-1.64,"4",,,,,,,,./0.png
-28.79,6.91,"421",Totono,,,Neutrals,undefined,Loxodon,No religion,"1893",269.05,278.25,6.91,-28.79,"4",,,citadel,,,,,./0.png
28.68,1.98,"422",Thenoluguall,,,Neutrals,undefined,Elf,No religion,"408",1648.21,396.4,1.98,28.68,"4",,,citadel,,plaza,,,./0.png
27.74,0.77,"423",Tlaulumaren,,,Neutrals,undefined,Elf,No religion,"392",1625.83,425.51,0.77,27.74,"4",,,,,,,,./0.png
27.53,-0.44,"424",Selfarion,,,Neutrals,undefined,Elf,No religion,"2181",1620.74,454.61,-0.44,27.53,"4",,,citadel,,,,,./0.png
29.89,-2.84,"425",Rethin,,,Neutrals,undefined,Elf,No religion,"4129",1677.31,512.2,-2.84,29.89,"4",,,,walls,plaza,,,./0.png
5.86,-7.83,"426",Annenoy,,,Neutrals,undefined,Simic,No religion,"2321",1100.74,631.95,-7.83,5.86,"4",,,citadel,walls,,,,./0.png
30.49,-9.58,"427",Lyranneas,,,Neutrals,undefined,Elf,No religion,"3972",1691.81,673.88,-9.58,30.49,"4",,,citadel,,plaza,,,./0.png
31.2,-9.26,"428",Hlimyhenase,,,Neutrals,undefined,Elf,No religion,"478",1708.72,666.15,-9.26,31.2,"4",,,,,plaza,,,./0.png
-35.28,-9.81,"429",Sutranolilia,Citritelia,Citritelia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"4480",113.32,679.34,-9.81,-35.28,"4",,,,,plaza,,,./0.png
32.93,-12.32,"430",Tlaunynat,,,Neutrals,undefined,Elf,No religion,"707",1750.31,739.58,-12.32,32.93,"4",,,,,,,,./0.png
31.22,-16.2,"431",Oralos,Sylfa,Sylfa Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"2899",1709.36,832.81,-16.2,31.22,"4",,,,,,,,./0.png
28.24,-16.7,"432",Ieleth,,,Neutrals,undefined,Elf,No religion,"399",1637.7,844.76,-16.7,28.24,"4",,,citadel,,plaza,,,./0.png
-37.15,-17.21,"433",Tollenazag,,,Neutrals,undefined,Human,No religion,"3193",68.5,857,-17.21,-37.15,"4",,,,walls,,,,./0.png
-1.26,-17.14,"434",Nescolomarga,,,Neutrals,undefined,Human,No religion,"3688",929.87,855.47,-17.14,-1.26,"4",,,,,plaza,,,./0.png
31.22,-17.77,"435",Uguall,Ormmarmelfa,Ormmarmelfa Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"396",1709.26,870.44,-17.77,31.22,"4",,,,,plaza,,,./0.png
37.19,-17.8,"436",Beltaleandor,Sarinoramel,Sarinoramel Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"476",1852.46,871.29,-17.8,37.19,"4",,,citadel,,,,,./0.png
35.79,-18.18,"437",Mithnor,Iquasenat,Iquasenat Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"3201",1819.03,880.42,-18.18,35.79,"4",,,citadel,walls,plaza,,,./0.png
-37.12,-18.91,"438",Fiupinovano,,,Neutrals,undefined,Human,No religion,"416",69.06,897.8,-18.91,-37.12,"4",,,citadel,,plaza,,,./0.png
-35.51,-19.27,"439",Selcano,,,Neutrals,undefined,Human,No religion,"1082",107.8,906.6,-19.27,-35.51,"4",,,,,,,,./0.png
25.67,-18.78,"440",Iarien,,,Neutrals,undefined,Elf,No religion,"3842",1576.05,894.68,-18.78,25.67,"4",,,,walls,plaza,,,./0.png
34.16,-18.76,"441",Nythentheas,Efranthenthe,Efranthenthe County,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"3807",1779.77,894.25,-18.76,34.16,"4",,,,walls,plaza,,,./0.png
37.13,-19.55,"442",Ollmrion,Iquasenat,Iquasenat Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"469",1851.21,913.31,-19.55,37.13,"4",,,citadel,,,,,./0.png
16.67,-21.33,"443",Puahua,,,Neutrals,undefined,Firbolg,No religion,"744",1359.99,955.8,-21.33,16.67,"4",,,,walls,,,,./0.png
35.57,-21.71,"444",Elvelalean,Eseras,Eseras County,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"2894",1813.57,965.03,-21.71,35.57,"4",,,citadel,walls,plaza,,,./0.png
-29.43,-22.62,"445",Baglia,,,Neutrals,undefined,Human,No religion,"3209",253.67,986.94,-22.62,-29.43,"4",,,citadel,walls,plaza,,,./0.png
29.74,-22.47,"446",Keathilse,Hlyve,Hlyve Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"1364",1673.74,983.24,-22.47,29.74,"4",,,,,,,,./0.png
-32.45,-23.12,"447",Poterenina,Tarvia,Tarvia Landgrave,Fonticalia,Fonticalian Empire,Human,Greek Deities,"8841",181.17,998.82,-23.12,-32.45,"4",,,citadel,walls,plaza,temple,shanty town,./0.png
32.0180724542515,-23.4761600424747,"448",Hesathrion,Wlarith,Wlarith Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"3803",1728.5,1007.5,-23.48,32.02,"4",,port,,,plaza,,,./0.png
7.91,-24.53,"449",Talpaviche,,,Neutrals,undefined,Leonin,No religion,"481",1149.87,1032.83,-24.53,7.91,"4",,,citadel,,,,,./0.png
21.48,14.42,"450",Thelionneas,Eerinlondra,Eerinlondra Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"404",1475.59,97.86,14.42,21.48,"9",,,,,plaza,,,./0.png
24.37,12.96,"451",Ynatheas,Eerinlondra,Eerinlondra Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (Mark of Shadow),The Egyptian Pantheon,"475",1544.97,132.96,12.96,24.37,"9",,,,,,,,./0.png
30.65,-1.11,"452",Enalunasena,,,Neutrals,undefined,Elf,No religion,"2349",1695.58,470.75,-1.11,30.65,"9",,,citadel,walls,,,,./0.png
21.77,-3.85,"453",Yukmunho,,,Neutrals,undefined,Thri-kreen,No religion,"7114",1482.5,536.5,-3.85,21.77,"9",,port,citadel,walls,plaza,temple,,./0.png
-17.7,-8.54,"454",Belnuo,,,Neutrals,undefined,Genasi,No religion,"2241",535.31,648.84,-8.54,-17.7,"9",,,citadel,walls,plaza,,,./0.png
-35.5,-10.84,"455",Seza,,,Neutrals,undefined,Human,No religion,"433",108.02,704.16,-10.84,-35.5,"9",,,,,,,,./0.png
-25.28,-10.75,"456",Jepsava,,,Neutrals,undefined,Haregon,No religion,"3123",353.21,701.98,-10.75,-25.28,"9",,,,walls,,,,./0.png
-3.51,-14.77,"457",Allalicema,,,Neutrals,undefined,Human,No religion,"440",875.83,798.46,-14.77,-3.51,"9",,,,,,,,./0.png
-3.05,-15.24,"458",Forma,,,Neutrals,undefined,Human,No religion,"476",886.91,809.76,-15.24,-3.05,"9",,,citadel,,,,,./0.png
0.81,-15.77,"459",Valletacivig,,,Neutrals,undefined,Human,No religion,"422",979.5,822.55,-15.77,0.81,"9",,,citadel,walls,,,,./0.png
1.55,-16.21,"460",Vigliamigni,Vallararo,Vallararo County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2668",997.13,832.95,-16.21,1.55,"9",,,citadel,walls,,,,./0.png
4.43,-23.89,"461",Mabil,,,Neutrals,undefined,Leonin,No religion,"2704",1066.37,1017.3,-23.89,4.43,"9",,,citadel,,,,,./0.png
27.16,0.92,"462",Machlond,,,Neutrals,undefined,Elf,No religion,"2623",1611.85,421.87,0.92,27.16,"16",,,citadel,,plaza,,,./0.png
26.77,-2.71,"463",Ollsmel,,,Neutrals,undefined,Elf,No religion,"2595",1602.46,508.95,-2.71,26.77,"16",,,citadel,,,,,./0.png
-30.27,-15.06,"464",Selvivicici,,,Neutrals,undefined,Human,No religion,"1841",233.5,805.5,-15.06,-30.27,"16",,port,,,,,,./0.png
-20.6,-23.92,"465",Farva,Vicia,Vicia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2971",465.5,1018,-23.92,-20.6,"16",,port,,walls,plaza,,,./0.png
21.39,16.64,"466",Yuegheiral,Eerinlondra,Eerinlondra Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"1730",1473.36,44.75,16.64,21.39,"25",,,citadel,,plaza,,,./0.png
0.08,-17.03,"467",Piante,,,Neutrals,undefined,Human,No religion,"2500",961.95,852.79,-17.03,0.08,"25",,,,,,,,./0.png
-26.44,-22.84,"468",Tervenazano,,,Neutrals,undefined,Human,No religion,"3428",325.34,992.13,-22.84,-26.44,"25",,,,,,,,./0.png
-19.77,-22.42,"469",Colto,Finia,Finia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"436",485.48,982.14,-22.42,-19.77,"25",,,citadel,,plaza,,,./0.png
-11.37,-22.82,"470",Castellete,Vetia,Vetia Shire,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2362",687.04,991.68,-22.82,-11.37,"25",,,,,plaza,,,./0.png
-13.47,-23.72,"471",Valle,Ventia,Ventia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"397",636.72,1013.36,-23.72,-13.47,"25",,,,,,,,./0.png
-21.57,-24.45,"472",Minazenaza,Rociania,Rociania County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2940",442.27,1030.89,-24.45,-21.57,"25",,,,walls,plaza,,,./0.png
